AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Date,Reg_dif,Over_dif
Syracuse,Pittsburgh,-9,147,H,4:00 PM,20230225,-2.3,-7.9
Cornell,Yale,-9,157,H,6:00 PM,20230225,-20.6,-17.1
Eastern Washington,Idaho St.,4,148,H,7:00 PM,20230225,3.3,3.6
Delaware,Elon,1,141,H,6:00 PM,20230225,-11.4,0.0
Louisiana Tech,Middle Tennessee,-5,143,H,3:00 PM,20230225,2.2,-5.4
DePaul,Marquette,-18,158,H,6:30 PM,20230225,8.9,1.1
St. Thomas,North Dakota,2,146,H,1:00 PM,20230225,2.1,6.2
UNC Asheville,Longwood,-5,137,H,3:30 PM,20230225,4.0,-5.6
Northern Kentucky,Oakland,2,130,H,2:00 PM,20230225,9.2,10.1
LSU,Mississippi,-6,136,H,7:30 PM,20230225,-5.5,-3.5
La Salle,George Washington,-5,155,H,5:00 PM,20230225,11.6,-2.2
Notre Dame,Wake Forest,-10,154,H,6:00 PM,20230225,3.6,8.0
UNC Greensboro,East Tennessee St.,5,131,H,3:00 PM,20230225,5.9,4.2
Lehigh,Boston University,-2,138,H,12:00 PM,20230225,3.0,3.7
Houston,East Carolina,17,133,H,7:00 PM,20230225,1.5,4.6
Oregon,Oregon St.,8,128,H,9:00 PM,20230225,7.6,5.5
Southeast Missouri St.,SIU Edwardsville,-5,153,H,3:30 PM,20230225,14.4,12.9
Kent St.,Bowling Green,9,149,H,4:00 PM,20230225,2.7,-1.7
Ohio,Miami OH,4,154,H,12:00 PM,20230225,3.7,-0.5
UTEP,Florida Atlantic,-13,137,H,1:00 PM,20230225,12.3,10.7
Northern Arizona,Northern Colorado,-4,152,H,2:00 PM,20230225,6.9,8.5
Florida St.,Miami FL,-19,161,H,3:00 PM,20230225,-16.2,-16.1
Northwestern St.,Texas A&M Corpus Chris,-6,150,H,4:30 PM,20230225,-12.1,-2.2
Southern Indiana,Tennessee St.,-5,157,H,3:30 PM,20230225,-16.9,-17.7
Rhode Island,Fordham,-7,137,H,1:30 PM,20230225,-9.5,-4.7
Alabama A&M,Alabama St.,1,141,H,5:30 PM,20230225,14.0,10.9
Texas Southern,Jackson St.,-2,142,H,5:30 PM,20230225,7.3,9.2
Ball St.,Eastern Michigan,6,154,H,2:30 PM,20230225,-10.0,4.8
George Mason,Dayton,-11,127,H,5:00 PM,20230225,-7.7,-10.1
Howard,North Carolina Central,-7,145,H,3:00 PM,20230225,-2.7,-9.9
Northern Illinois,Central Michigan,3,135,H,1:00 PM,20230225,13.1,13.6
Army,Holy Cross,4,146,H,1:00 PM,20230225,-7.4,4.1
Portland St.,Montana St.,-12,148,H,5:00 PM,20230225,2.1,0.1
Maryland Eastern Shore,Coppin St.,3,149,H,3:00 PM,20230225,8.2,-3.6
Rice,Charlotte,-8,136,H,3:00 PM,20230225,-9.3,-14.6
Loyola Chicago,Saint Louis,-11,147,H,5:00 PM,20230225,6.0,3.7
South Carolina,Tennessee,-21,127,H,5:00 PM,20230225,25.2,26.6
Maine,Binghamton,-3,137,H,1:00 PM,20230225,-5.8,-13.5
New Orleans,Lamar,1,147,H,6:00 PM,20230225,-9.9,19.3
Lafayette,Bucknell,-2,122,H,1:00 PM,20230225,-9.4,-0.0
American,Loyola MD,-1,131,H,4:00 PM,20230225,-29.0,-26.2
UC Davis,Cal Poly,5,135,H,5:00 PM,20230225,1.8,-1.0
Little Rock,Lindenwood,-1,151,H,3:30 PM,20230225,-1.2,6.5
NJIT,Albany,1,141,H,6:00 PM,20230225,3.8,6.9
Tennessee Tech,Eastern Illinois,2,140,H,3:30 PM,20230225,0.2,2.9
Cal St. Fullerton,Cal St. Bakersfield,5,121,H,3:00 PM,20230225,7.1,14.8
Norfolk St.,South Carolina St.,6,156,H,3:00 PM,20230225,6.4,-1.9
Prairie View A&M,Alcorn St.,-5,133,H,4:00 PM,20230225,1.1,-8.9
Tennessee Martin,Morehead St.,-7,143,H,2:00 PM,20230225,-13.0,-11.8
Southern,Bethune Cookman,4,152,H,3:00 PM,20230225,-4.8,-2.6
Arkansas Pine Bluff,Mississippi Valley St.,2,138,H,6:00 PM,20230225,1.1,-5.9
Washington St.,California,9,121,H,4:00 PM,20230225,11.0,11.1
UMKC,South Dakota,-2,132,H,7:00 PM,20230225,-6.6,-5.9
Campbell,Radford,-6,130,H,1:00 PM,20230225,18.5,17.0
Minnesota,Nebraska,-9,129,H,2:30 PM,20230225,-7.5,-9.5
Texas A&M Commerce,Incarnate Word,-2,136,H,4:00 PM,20230225,-2.9,5.3
UTSA,FIU,-9,151,H,6:00 PM,20230225,3.0,7.7
Brown,Columbia,8,140,H,1:00 PM,20230225,6.3,-7.8
Louisville,Georgia Tech,-8,138,H,1:00 PM,20230225,6.0,2.3
Dartmouth,Penn,-12,144,H,1:00 PM,20230225,-4.2,-15.1
High Point,Winthrop,-8,162,H,1:00 PM,20230225,-0.5,3.1
New Hampshire,UMass Lowell,-10,136,H,4:00 PM,20230225,-11.0,-2.6
Wagner,St. Francis PA,-3,133,H,3:00 PM,20230225,0.7,-3.6
Western Illinois,North Dakota St.,-9,147,H,1:00 PM,20230225,-13.4,-3.9
Sacred Heart,Central Connecticut,-3,141,H,12:00 PM,20230225,0.9,-3.2
Nebraska Omaha,Denver,-7,151,H,4:00 PM,20230225,-10.0,-20.4
Northeastern,Hofstra,-16,140,H,1:00 PM,20230225,-14.2,-5.5
Sacramento St.,Montana,-9,127,H,8:00 PM,20230225,-8.6,-5.4
Hampton,North Carolina A&T,-7,155,H,1:00 PM,20230225,14.8,8.6
Cal St. Northridge,Long Beach St.,-15,147,H,6:00 PM,20230225,-5.0,2.1
Idaho,Weber St.,-9,135,H,8:00 PM,20230225,-1.4,-7.6
Stony Brook,College of Charleston,-21,143,H,11:00 AM,20230225,-8.5,6.4
McNeese St.,Southeastern Louisiana,-8,150,H,3:30 PM,20230225,-5.7,-10.5
The Citadel,Mercer,-9,135,H,1:00 PM,20230225,-1.2,-3.7
Grambling St.,Florida A&M,7,123,H,3:00 PM,20230225,-0.4,-7.8
Houston Christian,Nicholls St.,-13,169,H,3:00 PM,20230225,8.3,12.1
Presbyterian,Charleston Southern,-6,138,H,3:00 PM,20230225,10.0,7.7
Western Michigan,Akron,-17,139,H,6:00 PM,20230225,-7.0,3.8
Youngstown St.,IUPUI,15,155,H,6:00 PM,20230225,-4.1,-16.4
Fort Wayne,Green Bay,8,138,H,4:00 PM,20230225,-16.3,-10.4
St. Francis NY,Fairleigh Dickinson,-8,146,H,12:00 PM,20230225,3.6,12.9
VMI,Western Carolina,-11,145,H,3:00 PM,20230225,-7.4,-2.5
Monmouth,William & Mary,-9,135,H,1:00 PM,20230225,10.9,-3.5
