AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Rider,Fairfield,-1,133,H,4:00 PM
Niagara,Marist,-3,125,H,1:00 PM
Lafayette,Lehigh,4,144,H,1:00 PM
New Hampshire,Maine,3,133,H,2:00 PM
Elon,Northeastern,-6,136,H,11:00 AM
Troy,Appalachian St.,-3,125,H,3:00 PM
Bowling Green,Northern Illinois,6,144,H,5:00 PM
Green Bay,Youngstown St.,-5,149,H,3:00 PM
Wright St.,Oakland,13,147,H,4:00 PM
Jacksonville,Kennesaw St.,2,130,H,3:00 PM
Boise St.,San Jose St.,19,155,H,7:30 PM
Northern Iowa,Evansville,8,134,H,3:00 PM
Northern Arizona,Idaho,-1,137,H,1:00 PM
UMKC,North Dakota,-2,124,H,3:30 PM
Florida A&M,South Carolina,-16,146,H,12:00 PM
Fort Wayne,Northern Kentucky,-6,144,H,5:00 PM
Tennessee Tech,Eastern Illinois,-8,138,H,4:00 PM
Albany,Vermont,-13,137,H,5:00 PM
Northern Colorado,Montana,-8,128,H,6:00 PM
Utah St.,Air Force,11,125,H,5:00 PM
North Dakota St.,Western Illinois,6,138,H,3:30 PM
Northwestern St.,Houston Baptist,7,165,H,7:00 PM
Arkansas St.,Louisiana Monroe,-4,134,H,4:00 PM
Morehead St.,Murray St.,-10,130,H,4:00 PM
Lamar,Abilene Christian,-15,131,H,3:00 PM
New Orleans,Stephen F. Austin,-13,147,H,4:30 PM
Cal St. Fullerton,UC Santa Barbara,-11,137,H,7:00 PM
Bucknell,Navy,-9,131,H,1:00 PM
William & Mary,Hofstra,-12,142,H,1:00 PM
Denver,South Dakota,-9,145,H,4:00 PM
Binghamton,Hartford,-7,129,H,1:00 PM
Belmont,Tennessee Martin,15,151,H,4:00 PM
Grambling St.,Alabama St.,7,131,H,4:30 PM
North Carolina A&T,South Carolina St.,10,144,H,11:00 PM
Mississippi Valley St.,Arkansas Pine Bluff,-15,153,H,2:00 PM
