AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Niagara,Manhattan,-1,123,H,3:00 PM
Wyoming,Air Force,2,136,H,3:00 PM
Valparaiso,DePaul,-12,142,H,3:00 PM
North Alabama,Kennesaw St.,4,128,H,3:00 PM
Evansville,Bradley,-9,117,H,3:00 PM
Southeastern Louisiana,Abilene Christian,-16,132,H,3:00 PM
Eastern Michigan,Central Michigan,3,149,H,3:30 PM
Loyola Marymount,Pacific,-3,129,H,4:00 PM
Belmont,Jacksonville St.,3,137,H,4:00 PM
Nicholls St.,Central Arkansas,-1,157,H,4:00 PM
Louisiana Lafayette,UT Arlington,-3,151,H,4:00 PM
Eastern Kentucky,Eastern Illinois,3,153,H,4:00 PM
George Mason,Rhode Island,-7,133,H,4:00 PM
Texas St.,Little Rock,-3,131,H,4:00 PM
NJIT,Albany,-2,132,H,4:00 PM
Liberty,Stetson,6,134,H,4:00 PM
Morehead St.,Southeast Missouri St.,2,128,H,4:00 PM
Appalachian St.,South Alabama,-2,136,H,4:00 PM
Louisiana Monroe,Arkansas St.,-1,133,H,4:00 PM
Washington,UCLA,-17,139,H,4:00 PM
Middle Tennessee,Southern Miss,-4,124,H,4:00 PM
Norfolk St.,Delaware St.,7,151,H,4:00 PM
Murray St.,Tennessee Martin,10,140,H,4:00 PM
Fairfield,Marist,-8,122,H,4:00 PM
Arkansas Pine Bluff,Southern,-7,145,H,4:30 PM
New Mexico,UNLV,-11,139,H,4:30 PM
Alabama St.,Alabama A&M,-10,128,H,4:30 PM
Cal St. Northridge,Cal St. Fullerton,-4,142,H,5:00 PM
Virginia,Clemson,-1,109,H,5:00 PM
Northern Iowa,Loyola Chicago,-11,143,H,5:00 PM
Vanderbilt,Tennessee,-17,133,H,5:00 PM
IUPUI,Northern Kentucky,-3,139,H,5:00 PM
Jackson St.,Prairie View A&M,-3,135,H,5:00 PM
Robert Morris,Illinois Chicago,-5,135,H,5:00 PM
Quinnipiac,Monmouth,-11,149,H,5:00 PM
Green Bay,Detroit,-7,149,H,5:00 PM
Colorado St.,San Jose St.,16,158,N,5:00 PM
Mississippi Valley St.,Alcorn St.,-15,155,H,5:30 PM
Arizona St.,Oregon St.,6,148,H,6:00 PM
Cleveland St.,Wright St.,-8,130,H,6:00 PM
Fort Wayne,Milwaukee,-5,151,H,6:00 PM
UTSA,Louisiana Tech,-10,148,H,6:00 PM
Bellarmine,Florida Gulf Coast,-4,134,H,6:00 PM
Portland,Pepperdine,-13,155,H,6:00 PM
Siena,Rider,7,143,H,6:00 PM
McNeese St.,New Orleans,-6,146,H,6:00 PM
UC Riverside,Cal Poly,10,130,H,6:00 PM
Dixie St.,UT Rio Grande Valley,-11,145,H,6:00 PM
Stephen F. Austin,Incarnate Word,6,142,H,6:30 PM
Gonzaga,Saint Mary's,11,143,H,7:00 PM
Louisville,Miami FL,4,130,H,7:00 PM
Kansas St.,Texas,-16,134,H,7:00 PM
South Dakota St.,Nebraska Omaha,8,154,H,7:00 PM
UC San Diego,UC Santa Barbara,-7,139,H,7:00 PM
North Florida,Lipscomb,-7,141,H,7:00 PM
South Carolina,LSU,-10,158,H,7:30 PM
Grambling St.,Texas Southern,-6,140,H,7:30 PM
North Dakota St.,North Dakota,6,120,H,7:30 PM
Utah Valley,Seattle,-1,139,H,8:00 PM
Tennessee St.,Tennessee Tech,1,135,H,8:00 PM
Tarleton St.,Cal Baptist,-8,148,H,8:00 PM
Washington St.,USC,-12,126,H,8:30 PM
BYU,San Francisco,2,140,H,9:00 PM
California,Utah,-10,132,H,9:00 PM
Cal St. Bakersfield,Hawaii,1,129,H,10:59 PM
