AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Radford,Charleston Southern,-1,119,H,4:00 PM
Fordham,Duquesne,-9,127,H,1:00 PM
Rice,UTEP,-10,148,H,8:00 PM
Youngstown St.,Wright St.,-11,147,H,2:00 PM
North Florida,Jacksonville,-3,139,H,5:00 PM
Florida Atlantic,Old Dominion,-8,136,H,6:00 PM
Idaho St.,Northern Arizona,-1,131,H,1:00 PM
North Carolina Central,Florida,-21,143,H,
Morgan St.,Norfolk St.,-6,134,H,1:00 PM
Northern Kentucky,Cleveland St.,-7,127,H,6:00 PM
Tennessee Tech,Eastern Kentucky,-13,147,H,6:00 PM
Southern Miss,UAB,-13,129,H,4:00 PM
Nebraska Omaha,North Dakota St.,-8,132,H,7:30 PM
Army,Holy Cross,6,142,H,2:00 PM
Siena,Fairfield,8,132,H,3:00 PM
North Dakota,Oral Roberts,-10,146,H,7:30 PM
Vermont,Binghamton,10,136,H,1:00 PM
Rider,Niagara,-7,137,H,3:00 PM
Western Illinois,South Dakota St.,-19,157,H,7:30 PM
Maine,NJIT,-7,131,H,1:00 PM
Grand Canyon,Tarleton St.,10,140,H,7:00 PM
Houston Baptist,Lamar,-7,147,H,2:00 PM
Northern Illinois,Miami OH,-9,127,H,5:00 PM
Alcorn St.,Jackson St.,-8,142,H,5:00 PM
Southeastern Louisiana,Nicholls St.,-9,141,H,5:00 PM
Idaho,Southern Utah,-14,150,H,1:00 PM
Cal Poly,Cal St. Bakersfield,-11,127,H,9:00 PM
Tennessee Martin,Belmont,-20,152,H,4:00 PM
Kennesaw St.,Liberty,-16,128,H,4:00 PM
Alabama St.,Arkansas Pine Bluff,-11,133,H,5:00 PM
