AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Virginia,Notre Dame,-4,120,H,05:00 PM
Hofstra,UNC Wilmington,6,142,H,06:00 PM
Yale,Princeton,-5,147,H,05:00 PM
UAB,Marshall,11,157,H,06:00 PM
South Carolina,Texas A&M,-9,131,H,07:30 PM
San Diego,Loyola Marymount,-2,128,H,06:00 PM
Portland,Gonzaga,-31,159,H,08:00 PM
Arizona St.,Arizona,-23,145,H,01:30 PM
Furman,Mercer,3,139,H,05:00 PM
Stanford,UCLA,-16,140,H,08:30 PM
Texas Southern,Prairie View A&M,3,143,H,05:00 PM
Sam Houston St.,Seattle,-6,134,H,03:00 PM
Samford,Western Carolina,1,153,H,01:00 PM
East Tennessee St.,VMI,-4,152,H,12:00 PM
Jacksonville St.,Liberty,-7,131,H,06:00 PM
USC Upstate,North Carolina A&T,-4,148,H,03:00 PM
Tarleton St.,UT Rio Grande Valley,1,143,H,07:00 PM
Arkansas St.,Coastal Carolina,-6,136,H,12:00 PM
Lipscomb,North Florida,-1,151,H,04:00 PM
California,USC,-10,128,H,06:00 PM
UC Santa Barbara,Hawaii,-5,137,H,10:59 PM
Temple,SMU,-11,137,H,02:00 PM
Morehead St.,Murray St.,-12,134,H,04:00 PM
Georgetown,Butler,-5,139,H,11:00 AM
SIU Edwardsville,Southeast Missouri St.,-3,159,H,04:00 PM
North Dakota St.,South Dakota St.,-13,157,H,02:00 PM
UNC Asheville,Presbyterian,-1,123,H,03:00 PM
Eastern Kentucky,Stetson,4,136,H,03:00 PM
UMBC,Binghamton,1,139,H,01:00 PM
Illinois St.,Northern Iowa,-9,155,H,01:00 PM
Cal St. Fullerton,UC Riverside,-5,129,H,07:00 PM
Norfolk St.,South Carolina St.,2,140,H,03:00 PM
Elon,William & Mary,2,138,H,03:00 PM
Charlotte,Old Dominion,-2,134,H,06:00 PM
Eastern Washington,Montana,-5,139,H,08:00 PM
Drexel,Towson,-10,138,H,01:00 PM
Missouri,Iowa St.,-15,127,H,01:00 PM
Saint Louis,Duquesne,8,138,H,01:00 PM
Miami OH,Eastern Michigan,1,145,H,02:00 PM
Georgia,Vanderbilt,-9,139,H,05:00 PM
Texas A&M Corpus Chris,Northwestern St.,6,150,H,03:00 PM
Winthrop,Longwood,-9,145,H,02:00 PM
Oregon St.,Oregon,-14,146,H,09:00 PM
Georgia Southern,Louisiana Lafayette,-8,134,H,07:00 PM
Chattanooga,The Citadel,9,143,H,12:00 PM
Portland St.,Northern Arizona,-4,134,H,03:00 PM
St. Thomas,Western Illinois,-4,156,H,02:00 PM
BYU,Pacific,13,133,H,08:30 PM
Grambling St.,Jackson St.,-7,125,N,04:00 PM
South Florida,Tulsa,-4,124,H,07:00 PM
Oral Roberts,Denver,7,149,H,03:00 PM
UT Arlington,Texas St.,-6,128,H,04:00 PM
North Alabama,Kennesaw St.,-8,134,H,04:30 PM
Cal St. Bakersfield,UC San Diego,-1,127,H,09:00 PM
Rice,Southern Miss,5,141,H,02:00 PM
Dixie St.,Chicago St.,1,145,H,02:00 PM
Weber St.,Sacramento St.,5,141,H,09:00 PM
Austin Peay,Tennessee Tech,-8,140,H,07:30 PM
UNC Greensboro,Wofford,-7,121,H,06:00 PM
Hampton,Charleston Southern,-1,129,H,04:30 PM
La Salle,Davidson USA Net,-17,141,H,11:00 AM
Albany,NJIT,1,121,H,06:00 PM
Northeastern,College of Charleston,-11,147,H,03:00 PM
Tennessee Martin,Belmont,-20,150,H,02:00 PM
High Point,Campbell,-6,122,H,01:00 PM
Florida A&M,Alabama A&M,1,119,H,04:00 PM
Pepperdine,Saint Mary's,-18,130,H,07:00 PM
FIU,UTEP,-7,125,H,08:00 PM
Illinois Chicago,Oakland,-14,146,H,02:00 PM
UMKC,Nebraska Omaha,4,142,H,07:00 PM
Florida Atlantic,UTSA,8,136,H,01:00 PM
Maryland Eastern Shore,Coppin St.,-9,139,H,03:00 PM
Abilene Christian,Lamar,10,134,H,03:00 PM
Nicholls St.,Houston Baptist,8,144,H,07:00 PM
Evansville,Missouri St.,-18,128,H,07:00 PM
Radford,Gardner Webb,-11,127,H,03:30 PM
Arkansas Pine Bluff,Mississippi Valley St.,-2,154,H,04:00 PM
Bethune Cookman,Alabama St.,-6,130,H,07:00 PM
Lafayette,Army,-7,139,H,12:00 PM
Central Michigan,Northern Illinois,-8,140,H,03:00 PM
Central Arkansas,Jacksonville,-9,137,H,05:00 PM
Milwaukee,Youngstown St.,-8,136,H,01:00 PM
Idaho,Montana St.,-16,150,H,05:00 PM
Green Bay,Robert Morris,-7,135,H,06:00 PM
Little Rock,Appalachian St.,-12,132,H,03:00 PM
Cal Poly,UC Irvine,-10,116,H,08:00 PM
St. Francis PA,Mount St. Mary's,-7,129,H,04:00 PM
Dartmouth,Columbia,7,135,H,01:00 PM
Tennessee St.,Eastern Illinois,6,124,H,03:30 PM
Western Michigan,Ball St.,-12,148,H,02:30 PM
American,Navy,-16,128,H,01:00 PM
North Dakota,South Dakota,-12,148,H,04:00 PM
Maine,Vermont,-25,133,H,01:00 PM
Incarnate Word,Southeastern Louisiana,-16,148,H,04:00 PM
