AWAY,HOME,VegasSpread,VegasTotal,Court,Time,Reg_dif,Over_dif
Campbell,USC Upstate,-2,140,H,03:00 PM,-12.3,-8.2
UTEP,Rice,-4,140,H,02:00 PM,0.1,1.3
Eastern Washington,Southern Utah,-4,152,H,08:00 PM,6.4,2.2
South Dakota St.,South Dakota,8,156,H,07:00 PM,-5.0,-11.8
Youngstown St.,Illinois Chicago,-1,145,H,01:00 PM,3.9,-1.1
Coastal Carolina,Texas St.,-3,131,H,05:00 PM,6.1,-2.0
Penn,Cornell,-7,157,H,05:00 PM,0.4,-2.1
Liberty,Eastern Kentucky,6,142,H,06:00 PM,14.7,11.7
Louisiana Monroe,Little Rock,-1,145,H,02:00 PM,1.0,2.2
Virginia Tech,Pittsburgh,7,125,H,06:00 PM,-12.6,7.4
San Francisco,Portland,12,140,H,07:00 PM,-3.9,6.4
East Carolina,Tulane,-10,142,H,01:00 PM,-18.4,-18.6
Navy,Loyola MD,3,123,H,04:00 PM,-6.5,-1.4
George Mason,La Salle,6,134,H,01:00 PM,-4.8,3.1
Marshall,Charlotte,-5,151,H,03:00 PM,2.3,13.1
Missouri,Texas A&M,-10,132,H,03:00 PM,9.8,11.0
Albany,Hartford,-1,131,H,03:00 PM,3.8,5.4
East Tennessee St.,Wofford,-7,143,H,01:00 PM,-0.0,1.1
Louisiana Tech,FIU,7,137,H,06:00 PM,7.3,-4.3
Belmont,Tennessee Tech,12,148,H,07:30 PM,2.6,7.2
Boston University,Lehigh,2,140,H,01:00 PM,-9.1,-14.3
Davidson,George Washington,10,146,H,01:00 PM,-8.1,-7.5
Oregon St.,Colorado,-8,134,H,05:00 PM,4.7,3.6
Texas Southern,Florida A&M,4,128,H,03:30 PM,-0.2,-7.0
Prairie View A&M,Bethune Cookman,2,138,H,03:00 PM,-3.6,11.4
James Madison,Hofstra,-12,158,H,01:00 PM,-3.0,-2.0
Detroit,Northern Kentucky,-3,131,H,06:00 PM,-1.8,-18.0
North Florida,North Alabama,-4,130,H,03:30 PM,-1.4,10.7
Pacific,Pepperdine,-5,137,H,07:00 PM,-0.4,4.4
Mercer,Chattanooga,-10,136,H,11:00 AM,5.4,6.7
New Hampshire,UMBC,-4,134,H,06:00 PM,-11.5,-4.1
Vermont,UMass Lowell,8,134,H,12:00 PM,9.4,-4.2
Massachusetts,Rhode Island,-10,142,H,01:00 PM,0.4,3.7
UNC Asheville,High Point,-4,128,H,06:00 PM,-1.2,-7.4
LIU Brooklyn,Wagner,-11,143,H,12:00 PM,11.1,0.0
UNC Wilmington,William & Mary,4,136,H,03:00 PM,-5.8,-5.5
Northern Colorado,Northern Arizona,4,154,H,03:00 PM,1.0,-9.9
Alabama St.,Grambling St.,-3,145,H,02:30 PM,-5.3,-13.6
Loyola Marymount,Saint Mary's,-16,128,H,09:00 PM,-7.1,-10.7
Cal Baptist,Grand Canyon,-11,135,H,07:00 PM,1.2,-1.6
Presbyterian,Radford,-2,116,H,04:00 PM,-5.7,2.3
Jacksonville,Jacksonville St.,-7,121,H,04:00 PM,0.4,10.9
Stetson,Central Arkansas,-3,151,H,03:15 PM,-0.4,3.4
St. Thomas,Oral Roberts,-11,161,H,07:00 PM,-1.1,3.5
Dartmouth,Brown,-5,127,H,05:00 PM,11.8,14.4
UT Rio Grande Valley,Abilene Christian,-12,158,H,03:00 PM,4.5,2.0
Kennesaw St.,Bellarmine,-7,133,H,06:00 PM,-10.2,-8.0
Coppin St.,North Carolina Central,-7,143,H,03:00 PM,-0.3,-11.4
Towson,Northeastern,8,132,H,01:00 PM,7.1,4.6
Eastern Michigan,Kent St.,-8,130,H,01:00 PM,-1.8,-9.7
SIU Edwardsville,Murray St.,-18,140,H,07:00 PM,-3.1,2.6
Winthrop,Hampton,5,137,H,04:30 PM,-4.1,-2.1
UNC Greensboro,Furman,-13,125,H,11:00 AM,-12.7,-23.6
North Carolina A&T,Gardner Webb,-11,133,H,01:00 PM,-2.5,-4.6
UC San Diego,UC Santa Barbara,-8,138,H,03:00 PM,-7.8,5.4
Bradley,Evansville,9,123,H,01:00 PM,14.7,-0.4
Northern Illinois,Bowling Green,-8,150,H,04:00 PM,-3.6,9.4
Buffalo,Central Michigan,9,153,H,03:30 PM,-6.4,-12.1
Duquesne,VCU,-12,122,H,03:00 PM,-1.7,3.6
Stony Brook,NJIT,6,140,H,06:00 PM,9.3,3.7
Dixie St.,Stephen F. Austin,-13,143,H,02:00 PM,1.2,-3.1
Tennessee St.,Tennessee Martin,-6,142,H,03:30 PM,2.6,-8.1
Cal St. Bakersfield,Cal St. Fullerton,-8,130,H,09:00 PM,1.5,3.4
Southeastern Louisiana,Houston Baptist,5,149,H,07:00 PM,-3.1,2.6
Merrimack,St. Francis PA,-2,124,H,01:00 PM,2.7,0.2
Fairleigh Dickinson,Central Connecticut,-1,135,H,12:00 PM,5.1,4.0
Northwestern St.,McNeese St.,-9,159,H,04:00 PM,0.6,6.9
San Jose St.,Boise St.,-20,126,H,05:00 PM,-13.6,-0.3
Austin Peay,Morehead St.,-11,127,H,03:00 PM,-3.2,3.8
Cal Poly,Long Beach St.,-10,132,H,06:00 PM,-10.3,-4.9
Bucknell,Lafayette,-4,140,H,01:00 PM,-8.0,0.7
Sacramento St.,Portland St.,-6,134,H,09:00 PM,-4.0,-14.4
Nebraska Omaha,North Dakota,-3,155,H,01:00 PM,-0.6,-3.8
Sacred Heart,St. Francis NY,-5,145,H,03:00 PM,-11.0,-13.2
Denver,North Dakota St.,-12,136,H,01:00 PM,-6.5,-3.2
UC Irvine,Cal St. Northridge,8,118,H,09:00 PM,-3.5,10.7
Maryland Eastern Shore,Howard,-13,139,H,03:00 PM,9.4,8.2
Southern Miss,Florida Atlantic,-15,137,H,03:00 PM,-4.1,-4.9
UTSA,North Texas,-21,121,H,05:00 PM,0.7,4.5
Longwood,Charleston Southern,13,143,H,04:30 PM,5.4,7.5
Princeton,Columbia,11,157,H,06:00 PM,-8.4,-3.1
Alcorn St.,Arkansas Pine Bluff,8,142,H,05:30 PM,4.1,-7.2
Jackson St.,Mississippi Valley St.,6,134,H,04:00 PM,-9.6,-8.2
Western Michigan,Ohio,-22,138,H,01:00 PM,-1.9,-12.6
New Orleans,Incarnate Word,9,141,H,04:00 PM,6.9,7.2
Alabama A&M,Southern,-14,128,H,05:30 PM,-9.9,-3.7
Chicago St.,Tarleton St.,-14,130,H,07:00 PM,1.2,-1.7
Montana,Idaho St.,10,122,H,07:00 PM,13.3,8.8
Holy Cross,Army,-12,140,H,12:00 PM,8.4,10.4
Eastern Illinois,Southeast Missouri St.,-14,138,H,04:00 PM,1.4,8.4
Maine,Binghamton,-12,130,H,01:00 PM,4.4,-9.4
