AWAY,HOME,VegasSpread,VegasTotal,Court,Time
Pepperdine,Gonzaga,-29,157,H,08:00 PM
Duquesne,Massachusetts,-4,158,H,11:00 AM
Ball St.,Eastern Michigan,-3,153,H,02:30 PM
Bowling Green,Buffalo,-10,172,H,02:30 PM
Lipscomb,Central Arkansas,2,164,H,03:15 PM
Brown,Dartmouth,3,131,H,06:00 PM
New Mexico St.,UT Rio Grande Valley,7,155,H,07:00 PM
Bradley,Loyola Chicago,-13,137,H,03:00 PM
Murray St.,SIU Edwardsville,9,143,H,03:00 PM
Nebraska,Rutgers,-8,140,H,01:00 PM
Cornell,Princeton,-9,167,H,05:00 PM
Montana,Montana St.,-5,135,H,11:00 PM
Alabama,Missouri,17,147,H,02:30 PM
Jacksonville St.,North Alabama,5,129,H,08:00 PM
Jackson St.,Alabama St.,2,130,H,04:30 PM
McNeese St.,Texas A&M Corpus Chris,-4,152,N,05:00 PM
North Carolina A&T,Radford,-3,135,H,03:30 PM
Loyola Marymount,Pacific,4,130,H,04:00 PM
UT Arlington,Georgia Southern,-4,126,H,02:00 PM
Middle Tennessee,North Texas,-9,121,H,05:00 PM
Georgia,Kentucky,-22,154,H,05:00 PM
Coppin St.,South Carolina St.,-4,154,H,03:00 PM
UNC Greensboro,VMI,-7,127,H,12:00 PM
UMass Lowell,UMBC,-6,148,H,04:30 PM
NJIT,Binghamton,-3,135,H,03:00 PM
Alcorn St.,Alabama A&M,-1,125,H,04:20 PM
San Diego,San Francisco,-14,128,H,06:00 PM
Mercer,Furman,-9,143,H,03:00 PM
Belmont,Tennessee Martin,14,152,H,03:30 PM
VCU,La Salle,8,122,H,01:00 PM
UC San Diego,UC Davis,-7,139,H,07:00 PM
Drake,Evansville,6,128,H,04:00 PM
Dayton,George Washington,6,132,H,11:00 AM
Southeast Missouri St.,Tennessee St.,-3,165,H,03:00 PM
Southeastern Louisiana,Nicholls St.,-8,154,N,07:30 PM
Stetson,North Florida,-2,140,H,04:11 PM
Grambling St.,Bethune Cookman,-2,136,H,03:00 PM
FIU,Western Kentucky,-12,140,H,02:00 PM
Cal Poly,Cal St. Northridge,-2,122,H,03:00 PM
South Florida,Tulane,-9,123,H,03:00 PM
South Dakota,South Dakota St.,-19,163,H,06:00 PM
Mount St. Mary's,St. Francis NY,-3,127,H,03:00 PM
Morehead St.,Austin Peay,6,140,H,04:00 PM
Sam Houston St.,Abilene Christian,-14,140,H,06:00 PM
Louisiana Tech,UTSA,13,147,H,03:00 PM
Western Carolina,Samford,-7,159,H,02:00 PM
The Citadel,Chattanooga,-17,147,H,03:00 PM
New Orleans,Northwestern St.,8,158,N,01:30 PM
St. Francis PA,LIU Brooklyn,-9,153,H,01:00 PM
North Dakota St.,Nebraska Omaha,7,145,H,12:00 PM
Houston Baptist,Incarnate Word,1,147,N,11:00 AM
Cal Baptist,Chicago St.,8,138,H,12:00 PM
Dixie St.,Utah Valley,-17,147,H,03:00 PM
Sacramento St.,Northern Colorado,-12,148,H,03:00 PM
Merrimack,Central Connecticut,3,121,H,12:00 PM
Southern Miss,UTEP,-9,127,H,08:00 PM
Northern Illinois,Toledo,-19,135,H,01:00 PM
Idaho,Eastern Washington,-12,160,H,05:30 PM
Grand Canyon,Lamar,10,130,H,03:00 PM
USC Upstate,Presbyterian,-7,131,H,03:00 PM
Hampton,Gardner Webb,-15,129,H,01:00 PM
Albany,New Hampshire,-10,124,H,11:00 AM
Charleston Southern,UNC Asheville,-15,149,H,03:30 PM
Maine,Stony Brook,-15,135,H,01:00 PM
North Dakota,Denver,-8,146,H,03:00 PM
Mississippi Valley St.,Prairie View A&M,-19,171,H,04:30 PM
Columbia,Penn,-18,148,H,05:00 PM
Arkansas Pine Bluff,Texas Southern,-17,137,H,07:30 PM
IUPUI,Wright St.,-18,132,H,01:00 PM
