,Date,TypeofGame,Tm,Conference,Opp,HomeAway,Result_x,Tm_AdjO,Tm_AdjD,Tm_O_PPP,Tm_O_EFG,Tm_O_TO,Tm_O_OR,Tm_O_FTR,Tm_D_PPP,Tm_D_EFG,Tm_D_TO,Tm_D_OR,Tm_D_FTR,G-Score,Conference2,  ,Year,Tempo,muid,Tm_coach,Opp_coach,Lead,AvgLead,gamestats, ,EMRating,Away,Home,Date_zero,DateNew,Pomeroy_Tm_AdjEM,Pomeroy_Tm_AdjOE,Pomeroy_Tm_AdjDE,Pomeroy_Tm_AdjT,Pomeroy_Opp_AdjEM,Pomeroy_Opp_AdjOE,Pomeroy_Opp_AdjDE,Pomeroy_Opp_AdjT,WinorLose,Score,tm_pts,opp_pts,tm_ptdiff,is_home,is_neutral,tm_hca,Team,Date_y,H/A/N,Opponent,Result_y,Diff,ATS,ATSVegas,OverUnder,OverUnderVegas,Year_Date,GameID,Tm_y,opp_code,tm_code,ATSvalue,pace,tm_offensive_rating,tm_defensive_rating,tm_net_eff,tm_mod_AdjO,tm_mod_AdjD,tm_mod_net_eff,tm_margin_net_eff,season,season_tm,season_opp,Reg_dif,Over_dif
1507,2023-11-25,0,Tennessee St.,OVC,Southeastern Louisiana,N,"W, 91-77",119.1,118.3,131.3,57.6,17.3,45.2,45.8,111.1,53.7,21.6,43.3,50.0,51.8,Slnd,2,2024,69.3,Southeastern LouisianaTennessee St.11-25,Brian Collins,David Kiefer,1.91,0.263688,"['11/25/2023', 200, 'Southeastern Louisiana', 'Tennessee St.', 26, 54, 6, 15, 19, 27, 13, 17, 30, 16, 7, 2, 15, 19, 77, 30, 59, 8, 22, 23, 27, 14, 17, 31, 18, 7, 1, 12, 20, 91, 69.325, '', 'Tennessee St.', 'Southeastern Louisiana']",2.0,0.7999999999999972,Southeastern Louisiana,Tennessee St.,11/25/2023,20231125,-5.700000000000003,99.7,105.4,68.7,-4.300000000000011,101.6,105.9,68.7,W,91-77,91,77,14,1,1,0,Tennessee St.,11/25,Neutral,SE Louisiana,W by 14,15.5,15.5,1.5,23.5,144.5,11/25/2023,11/25/2023Tennessee St Tigers,Tennessee St Tigers,273,294,15.5,69.3,119.1,118.3,0.7999999999999972,119.1,118.3,0.7999999999999972,16.299999999999997,2024,2024_294,2024_273,-15.8,-14.3
1522,2023-11-25,0,Milwaukee,Horz,Southern Miss,H,"L, 90-84",116.8,134.4,121.3,54.9,18.8,40.0,34.4,130.0,60.7,17.3,42.4,32.8,16.6,SB,2,2024,69.2,Southern MissMilwaukee11-25,Bart Lundy,Jay Ladner,-9.2275,0.460104,"['11/25/2023', 200, 'Southern Miss', 'Milwaukee', 31, 61, 12, 23, 16, 20, 14, 21, 35, 15, 10, 8, 12, 17, 90, 28, 61, 11, 31, 17, 21, 14, 19, 33, 16, 5, 5, 13, 16, 84, 69.2375, '', 'Southern Miss', 'Milwaukee']",1.0,-17.60000000000001,Southern Miss,Milwaukee,11/25/2023,20231125,-7.799999999999997,102.0,109.8,70.6,-3.799999999999997,98.9,102.7,66.6,L,90-84,84,90,-6,1,0,1,Milwaukee,11/25,Home,S Mississippi,L by 6,-9.5,-9.5,-3.5,29.5,144.5,11/25/2023,11/25/2023Milwaukee Panthers,Milwaukee Panthers,277,174,-9.5,69.2,116.8,134.4,-17.60000000000001,116.8,134.4,-17.60000000000001,-27.10000000000001,2024,2024_174,2024_277,-6.2,-8.9
1523,2023-11-25,0,Southern Miss,SB,Milwaukee,A,"W, 90-84",128.6,114.0,130.0,60.7,17.3,42.4,32.8,121.3,54.9,18.8,40.0,34.4,79.9,Horz,1,2024,69.2,Southern MissMilwaukee11-25,Jay Ladner,Bart Lundy,9.2275,0.481618,"['11/25/2023', 200, 'Southern Miss', 'Milwaukee', 31, 61, 12, 23, 16, 20, 14, 21, 35, 15, 10, 8, 12, 17, 90, 28, 61, 11, 31, 17, 21, 14, 19, 33, 16, 5, 5, 13, 16, 84, 69.2375, '', 'Southern Miss', 'Milwaukee']",4.0,14.599999999999994,Southern Miss,Milwaukee,11/25/2023,20231125,-3.799999999999997,98.9,102.7,66.6,-7.799999999999997,102.0,109.8,70.6,W,90-84,90,84,6,1,0,1,Southern Miss,11/25,Away,WI-Milwkee,W by 6,9.5,9.5,3.5,29.5,144.5,11/25/2023,11/25/2023Southern Miss Golden Eagles,Southern Miss Golden Eagles,174,277,9.5,69.2,128.6,114.0,14.599999999999994,128.6,114.0,14.599999999999994,24.099999999999994,2024,2024_277,2024_174,-6.2,-8.9
1542,2023-11-25,0,Southern,SWAC,Valparaiso,A,"L, 71-59",84.9,113.2,85.1,44.6,21.6,20.0,19.6,102.4,52.0,20.2,22.6,47.1,3.6,MVC,1,2024,69.3,SouthernValparaiso11-25,Kevin Johnson,Roger Powell Jr.,-6.38995,0.210835,"['11/25/2023', 200, 'Southern', 'Valparaiso', 22, 56, 6, 20, 9, 11, 7, 24, 31, 9, 9, 2, 15, 22, 59, 23, 51, 7, 20, 18, 24, 7, 28, 35, 15, 5, 1, 14, 11, 71, 69.3125, '', 'Valparaiso', 'Southern']",0.0,-28.299999999999997,Southern,Valparaiso,11/25/2023,20231125,-9.799999999999997,98.2,108.0,71.7,-14.599999999999994,92.4,107.0,70.4,L,71-59,59,71,-12,1,0,1,Southern,11/25,Away,Valparaiso,L by 12,-9.0,-9.0,3.0,-17.5,147.5,11/25/2023,11/25/2023Southern Jaguars,Southern Jaguars,336,274,-9.0,69.3,84.9,113.2,-28.299999999999997,84.9,113.2,-28.299999999999997,-37.3,2024,2024_274,2024_336,-9.6,-4.6
1543,2023-11-25,0,Valparaiso,MVC,Southern,H,"W, 71-59",96.9,95.7,102.4,52.0,20.2,22.6,47.1,85.1,44.6,21.6,20.0,19.6,53.5,SWAC,2,2024,69.3,SouthernValparaiso11-25,Roger Powell Jr.,Kevin Johnson,6.38995,0.137203,"['11/25/2023', 200, 'Southern', 'Valparaiso', 22, 56, 6, 20, 9, 11, 7, 24, 31, 9, 9, 2, 15, 22, 59, 23, 51, 7, 20, 18, 24, 7, 28, 35, 15, 5, 1, 14, 11, 71, 69.3125, '', 'Valparaiso', 'Southern']",0.0,1.2000000000000028,Southern,Valparaiso,11/25/2023,20231125,-14.599999999999994,92.4,107.0,70.4,-9.799999999999997,98.2,108.0,71.7,W,71-59,71,59,12,1,0,1,Valparaiso,11/25,Home,Southern,W by 12,9.0,9.0,-3.0,-17.5,147.5,11/25/2023,11/25/2023Valparaiso Beacons,Valparaiso Beacons,274,336,9.0,69.3,96.9,95.7,1.2000000000000028,96.9,95.7,1.2000000000000028,10.200000000000003,2024,2024_336,2024_274,-9.6,-4.6
1560,2023-11-25,0,Green Bay,Horz,St. Thomas,H,"W, 64-51",90.9,78.5,97.2,48.9,19.8,20.8,52.2,77.5,35.8,10.6,15.4,18.3,84.4,Sum,2,2024,65.8,St. ThomasGreen Bay11-25,Sundance Wicks,Johnny Tauer,8.58312,0.261008,"['11/25/2023', 200, 'St. Thomas', 'Green Bay', 19, 60, 5, 22, 8, 11, 6, 19, 25, 9, 7, 2, 7, 23, 51, 20, 46, 5, 14, 19, 24, 5, 33, 38, 12, 1, 4, 13, 14, 64, 65.8125, '', 'Green Bay', 'St. Thomas']",0.0,12.400000000000006,St. Thomas,Green Bay,11/25/2023,20231125,-16.400000000000006,94.5,110.9,64.5,-5.5,104.0,109.5,61.6,W,64-51,64,51,13,1,0,1,Green Bay,11/25,Home,St. Thomas,W by 13,18.0,18.0,5.0,-11.5,126.5,11/25/2023,11/25/2023Green Bay Phoenix,Green Bay Phoenix,282,106,18.0,65.8,90.9,78.5,12.400000000000006,90.9,78.5,12.400000000000006,30.400000000000006,2024,2024_106,2024_282,4.5,8.7
1561,2023-11-25,0,St. Thomas,Sum,Green Bay,A,"L, 64-51",73.8,101.2,77.5,35.8,10.6,15.4,18.3,97.2,48.9,19.8,20.8,52.2,2.6,Horz,1,2024,65.8,St. ThomasGreen Bay11-25,Johnny Tauer,Sundance Wicks,-8.58312,0.287866,"['11/25/2023', 200, 'St. Thomas', 'Green Bay', 19, 60, 5, 22, 8, 11, 6, 19, 25, 9, 7, 2, 7, 23, 51, 20, 46, 5, 14, 19, 24, 5, 33, 38, 12, 1, 4, 13, 14, 64, 65.8125, '', 'Green Bay', 'St. Thomas']",0.0,-27.400000000000006,St. Thomas,Green Bay,11/25/2023,20231125,-5.5,104.0,109.5,61.6,-16.400000000000006,94.5,110.9,64.5,L,64-51,51,64,-13,1,0,1,St. Thomas,11/25,Away,WI-Grn Bay,L by 13,-18.0,-18.0,-5.0,-11.5,126.5,11/25/2023,11/25/2023St Thomas Mn Tommies,St Thomas Mn Tommies,106,282,-18.0,65.8,73.8,101.2,-27.400000000000006,73.8,101.2,-27.400000000000006,-45.400000000000006,2024,2024_282,2024_106,4.5,8.7
1600,2023-11-25,0,Chicago St.,ind,Tennessee Martin,H,"L, 94-71",91.7,119.9,92.8,45.7,13.1,21.3,21.7,122.9,62.9,20.9,34.5,46.6,4.4,OVC,2,2024,76.5,Tennessee MartinChicago St.11-25,Gerald Gillian,Ryan Ridder,-6.2729,0.299279,"['11/25/23', 200, 'Tennessee Martin', 'Chicago St.', 31, 58, 11, 22, 21, 27, 10, 37, 47, 15, 7, 0, 16, 16, 94, 26, 69, 11, 38, 8, 15, 10, 19, 29, 11, 10, 4, 10, 23, 71, 76.475, '', 'Tennessee Martin', 'Chicago St.']",0.0,-28.200000000000003,Tennessee Martin,Chicago St.,11/25/2023,20231125,-15.5,94.7,110.2,66.6,-8.200000000000003,101.8,110.0,71.4,L,94-71,71,94,-23,1,0,1,Chicago St.,11/25,Home,TN Martin,L by 23,-20.0,-20.0,3.0,16.5,148.5,11/25/2023,11/25/2023Chicago St Cougars,Chicago St Cougars,293,49,-20.0,76.5,91.7,119.9,-28.200000000000003,91.7,119.9,-28.200000000000003,-48.2,2024,2024_49,2024_293,3.6,1.4
1601,2023-11-25,0,Tennessee Martin,OVC,Chicago St.,A,"W, 94-71",112.2,103.0,122.9,62.9,20.9,34.5,46.6,92.8,45.7,13.1,21.3,21.7,72.7,ind,1,2024,76.5,Tennessee MartinChicago St.11-25,Ryan Ridder,Gerald Gillian,6.2729,0.221743,"['11/25/23', 200, 'Tennessee Martin', 'Chicago St.', 31, 58, 11, 22, 21, 27, 10, 37, 47, 15, 7, 0, 16, 16, 94, 26, 69, 11, 38, 8, 15, 10, 19, 29, 11, 10, 4, 10, 23, 71, 76.475, '', 'Tennessee Martin', 'Chicago St.']",0.0,9.200000000000003,Tennessee Martin,Chicago St.,11/25/2023,20231125,-8.200000000000003,101.8,110.0,71.4,-15.5,94.7,110.2,66.6,W,94-71,94,71,23,1,0,1,Tennessee Martin,11/25,Away,Chicago St,W by 23,20.0,20.0,-3.0,16.5,148.5,11/25/2023,11/25/2023Tenn-Martin Skyhawks,Tenn-Martin Skyhawks,49,293,20.0,76.5,112.2,103.0,9.200000000000003,112.2,103.0,9.200000000000003,29.200000000000003,2024,2024_293,2024_49,3.0,1.4
1648,2023-11-25,0,Drake,MVC,Texas Southern,H,"W, 77-71",114.4,115.7,116.6,53.6,16.7,43.3,41.8,107.5,50.8,16.7,29.7,21.0,46.8,SWAC,2,2024,66.1,Texas SouthernDrake11-25,Darian DeVries,Johnny Jones,1.80917,0.309427,"['11/25/2023', 200, 'Texas Southern', 'Drake', 27, 62, 9, 29, 8, 13, 11, 17, 28, 13, 8, 2, 11, 18, 71, 29, 55, 1, 12, 18, 23, 13, 26, 39, 13, 4, 1, 11, 15, 77, 66.05, '', 'Drake', 'Texas Southern']",1.0,-1.2999999999999972,Texas Southern,Drake,11/25/2023,20231125,8.699999999999989,110.1,101.4,68.6,-6.799999999999997,94.7,101.5,67.3,W,77-71,77,71,6,1,0,1,Drake,11/25,Home,TX Southern,W by 6,-9.5,-9.5,-15.5,11.5,136.5,11/25/2023,11/25/2023Drake Bulldogs,Drake Bulldogs,300,71,-9.5,66.1,114.4,115.7,-1.2999999999999972,114.4,115.7,-1.2999999999999972,-10.799999999999997,2024,2024_71,2024_300,-5.9,-6.8
1649,2023-11-25,0,Texas Southern,SWAC,Drake,A,"L, 77-71",112.9,108.0,107.5,50.8,16.7,29.7,21.0,116.6,53.6,16.7,43.3,41.8,62.4,MVC,1,2024,66.1,Texas SouthernDrake11-25,Johnny Jones,Darian DeVries,-1.80917,0.764538,"['11/25/2023', 200, 'Texas Southern', 'Drake', 27, 62, 9, 29, 8, 13, 11, 17, 28, 13, 8, 2, 11, 18, 71, 29, 55, 1, 12, 18, 23, 13, 26, 39, 13, 4, 1, 11, 15, 77, 66.05, '', 'Drake', 'Texas Southern']",1.0,4.900000000000006,Texas Southern,Drake,11/25/2023,20231125,-6.799999999999997,94.7,101.5,67.3,8.699999999999989,110.1,101.4,68.6,L,77-71,71,77,-6,1,0,1,Texas Southern,11/25,Away,Drake,L by 6,9.5,9.5,15.5,11.5,136.5,11/25/2023,11/25/2023Texas Southern Tigers,Texas Southern Tigers,71,300,9.5,66.1,112.9,108.0,4.900000000000006,112.9,108.0,4.900000000000006,14.400000000000006,2024,2024_300,2024_71,-4.8,-6.8
1662,2023-11-25,0,Texas St.,SB,UT Arlington,A,"W, 73-66",103.1,91.4,102.9,48.2,11.3,17.1,52.7,93.0,45.5,21.1,17.2,81.8,80.0,WAC,1,2024,70.9,Texas St.UT Arlington11-25,Terrence Johnson,KT Turner,4.20101,0.559096,"['11/25/2023', 200, 'Texas St.', 'UT Arlington', 25, 55, 3, 8, 20, 29, 6, 24, 30, 16, 7, 4, 8, 24, 73, 19, 44, 2, 15, 26, 36, 5, 29, 34, 14, 4, 6, 15, 25, 66, 70.9375, '', 'Texas St.', 'UT Arlington']",0.0,11.699999999999989,Texas St.,UT Arlington,11/25/2023,20231125,-4.599999999999994,97.0,101.6,66.7,-0.8999999999999915,103.4,104.3,67.9,W,73-66,73,66,7,1,0,1,Texas St.,11/25,Away,TX-Arlington,W by 7,13.5,13.5,6.5,4.5,134.5,11/25/2023,11/25/2023Texas State Bobcats,Texas State Bobcats,326,301,13.5,70.9,103.1,91.4,11.699999999999989,103.1,91.4,11.699999999999989,25.19999999999999,2024,2024_301,2024_326,-10.6,-11.9
1663,2023-11-25,0,UT Arlington,WAC,Texas St.,H,"L, 73-66",92.1,110.1,93.0,45.5,21.1,17.2,81.8,102.9,48.2,11.3,17.1,52.7,11.4,SB,2,2024,70.9,Texas St.UT Arlington11-25,KT Turner,Terrence Johnson,-4.20101,0.28821,"['11/25/2023', 200, 'Texas St.', 'UT Arlington', 25, 55, 3, 8, 20, 29, 6, 24, 30, 16, 7, 4, 8, 24, 73, 19, 44, 2, 15, 26, 36, 5, 29, 34, 14, 4, 6, 15, 25, 66, 70.9375, '', 'Texas St.', 'UT Arlington']",2.0,-18.0,Texas St.,UT Arlington,11/25/2023,20231125,-0.8999999999999915,103.4,104.3,67.9,-4.599999999999994,97.0,101.6,66.7,L,73-66,66,73,-7,1,0,1,UT Arlington,11/25,Home,Texas St,L by 7,-13.5,-13.5,-6.5,4.5,134.5,11/25/2023,11/25/2023Texas Arlington Mavericks,Texas Arlington Mavericks,301,326,-13.5,70.9,92.1,110.1,-18.0,92.1,110.1,-18.0,-31.5,2024,2024_326,2024_301,-12.0,-11.9
1686,2023-11-25,0,Little Rock,OVC,Tulsa,H,"W, 84-82",105.3,108.1,105.4,51.4,13.8,31.0,27.1,102.9,46.4,20.1,34.9,37.7,42.7,Amer,2,2024,70.8,TulsaLittle Rock11-25,Darrell Walker,Eric Konkol,1.43741,0.354655,"['11/25/23', 225, 'Tulsa', 'Little Rock', 30, 69, 4, 23, 18, 26, 15, 29, 44, 7, 6, 5, 16, 17, 82, 33, 70, 6, 21, 12, 19, 13, 28, 41, 15, 8, 0, 11, 20, 84, 79.6875, '', 'Little Rock', 'Tulsa']",2.0,-2.799999999999997,Tulsa,Little Rock,11/25/2023,20231125,-7.299999999999997,104.3,111.6,73.3,-3.200000000000003,98.8,102.0,71.7,W,84-82,84,82,2,1,0,1,Little Rock,11/25,Home,Tulsa,W by 2,6.0,6.0,4.0,8.5,157.5,11/25/2023,11/25/2023Little Rock Trojans,Little Rock Trojans,308,147,6.0,70.8,105.3,108.1,-2.799999999999997,105.3,108.1,-2.799999999999997,3.200000000000003,2024,2024_147,2024_308,11.7,12.1
1687,2023-11-25,0,Tulsa,Amer,Little Rock,A,"L, 84-82",96.4,103.4,102.9,46.4,20.1,34.9,37.7,105.4,51.4,13.8,31.0,27.1,31.0,OVC,1,2024,70.8,TulsaLittle Rock11-25,Eric Konkol,Darrell Walker,-1.43741,0.378492,"['11/25/23', 225, 'Tulsa', 'Little Rock', 30, 69, 4, 23, 18, 26, 15, 29, 44, 7, 6, 5, 16, 17, 82, 33, 70, 6, 21, 12, 19, 13, 28, 41, 15, 8, 0, 11, 20, 84, 79.6875, '', 'Little Rock', 'Tulsa']",3.0,-7.0,Tulsa,Little Rock,11/25/2023,20231125,-3.200000000000003,98.8,102.0,71.7,-7.299999999999997,104.3,111.6,73.3,L,84-82,82,84,-2,1,0,1,Tulsa,11/25,Away,AR Lit Rock,L by 2,-6.0,-6.0,-4.0,8.5,157.5,11/25/2023,11/25/2023Tulsa Golden Hurricane,Tulsa Golden Hurricane,147,308,-6.0,70.8,96.4,103.4,-7.0,96.4,103.4,-7.0,-13.0,2024,2024_308,2024_147,12.0,12.1
1720,2023-11-25,0,UMBC,AE,William & Mary,A,"L, 96-81",109.8,130.4,112.8,56.2,12.5,20.6,17.2,133.6,62.7,9.7,25.8,34.9,12.2,CAA,1,2024,71.8,UMBCWilliam & Mary11-25,Jim Ferry,Dane Fischer,-4.12593,0.352173,"['11/25/2023', 200, 'UMBC', 'William & Mary', 31, 64, 10, 28, 9, 11, 7, 23, 30, 13, 3, 5, 9, 19, 81, 35, 63, 9, 25, 17, 22, 8, 27, 35, 18, 5, 1, 7, 10, 96, 71.8375, '', 'William & Mary', 'UMBC']",1.0,-20.60000000000001,UMBC,William & Mary,11/25/2023,20231125,-7.0,100.8,107.8,78.1,-10.5,99.8,110.3,69.7,L,96-81,81,96,-15,1,0,1,UMBC,11/25,Away,Wm & Mary,L by 15,-12.5,-12.5,2.5,19.0,158.0,11/25/2023,11/25/2023UMBC Retrievers,UMBC Retrievers,353,317,-12.5,71.8,109.8,130.4,-20.60000000000001,109.8,130.4,-20.60000000000001,-33.10000000000001,2024,2024_317,2024_353,1.0,0.9
1721,2023-11-25,0,William & Mary,CAA,UMBC,H,"W, 96-81",119.8,123.1,133.6,62.7,9.7,25.8,34.9,112.8,56.2,12.5,20.6,17.2,42.4,AE,2,2024,71.8,UMBCWilliam & Mary11-25,Dane Fischer,Jim Ferry,4.12593,0.158682,"['11/25/2023', 200, 'UMBC', 'William & Mary', 31, 64, 10, 28, 9, 11, 7, 23, 30, 13, 3, 5, 9, 19, 81, 35, 63, 9, 25, 17, 22, 8, 27, 35, 18, 5, 1, 7, 10, 96, 71.8375, '', 'William & Mary', 'UMBC']",0.0,-3.299999999999997,UMBC,William & Mary,11/25/2023,20231125,-10.5,99.8,110.3,69.7,-7.0,100.8,107.8,78.1,W,96-81,96,81,15,1,0,1,William & Mary,11/25,Home,Maryland BC,W by 15,12.5,12.5,-2.5,19.0,158.0,11/25/2023,11/25/2023William- Mary Tribe,William- Mary Tribe,317,353,12.5,71.8,119.8,123.1,-3.299999999999997,119.8,123.1,-3.299999999999997,9.200000000000003,2024,2024_353,2024_317,1.5,0.9
1730,2023-11-25,0,UNC Asheville,BSth,Wofford,N,"W, 85-82",95.1,99.8,102.2,45.5,7.2,15.6,56.7,98.6,47.6,19.2,29.7,47.6,36.5,SC,1,2024,73.9,UNC AshevilleWofford11-25,Mike Morrell,Dwight Perry,3.07259,0.245896,"['11/25/2023', 225, 'UNC Asheville', 'Wofford', 26, 67, 9, 27, 24, 38, 7, 26, 33, 17, 6, 3, 6, 22, 85, 27, 63, 6, 23, 22, 30, 11, 38, 49, 16, 2, 5, 16, 28, 82, 83.15, '', 'UNC Asheville', 'Wofford']",1.0,-4.700000000000003,UNC Asheville,Wofford,11/25/2023,20231125,-5.0,101.2,106.2,72.0,-7.799999999999997,102.8,110.6,71.7,W,85-82,85,82,3,1,1,0,UNC Asheville,11/25,Neutral,Wofford,W by 3,-1.5,-1.5,-4.5,14.5,152.5,11/25/2023,11/25/2023UNC Asheville Bulldogs,UNC Asheville Bulldogs,356,320,-1.5,73.9,95.1,99.8,-4.700000000000003,95.1,99.8,-4.700000000000003,-6.200000000000003,2024,2024_320,2024_356,-12.6,-9.2
1731,2023-11-25,0,Wofford,SC,UNC Asheville,N,"L, 85-82",97.7,103.0,98.6,47.6,19.2,29.7,47.6,102.2,45.5,7.2,15.6,56.7,35.3,BSth,2,2024,73.9,UNC AshevilleWofford11-25,Dwight Perry,Mike Morrell,-3.07259,0.489884,"['11/25/2023', 225, 'UNC Asheville', 'Wofford', 26, 67, 9, 27, 24, 38, 7, 26, 33, 17, 6, 3, 6, 22, 85, 27, 63, 6, 23, 22, 30, 11, 38, 49, 16, 2, 5, 16, 28, 82, 83.15, '', 'UNC Asheville', 'Wofford']",0.0,-5.299999999999997,UNC Asheville,Wofford,11/25/2023,20231125,-7.799999999999997,102.8,110.6,71.7,-5.0,101.2,106.2,72.0,L,85-82,82,85,-3,1,1,0,Wofford,11/25,Neutral,NC-Asheville,L by 3,1.5,1.5,4.5,14.5,152.5,11/25/2023,11/25/2023Wofford Terriers,Wofford Terriers,320,356,1.5,73.9,97.7,103.0,-5.299999999999997,97.7,103.0,-5.299999999999997,-3.799999999999997,2024,2024_356,2024_320,-12.6,-9.2
1736,2023-11-25,0,Florida Gulf Coast,ASun,UNC Wilmington,H,"L, 71-55",90.1,110.6,87.9,40.2,20.8,32.4,41.2,113.5,54.7,16.0,24.1,28.3,8.6,CAA,2,2024,62.5,UNC WilmingtonFlorida Gulf Coast11-25,Patrick Chambers,Takayo Siddle,-9.44641,0.627686,"['11/25/2023', 200, 'UNC Wilmington', 'Florida Gulf Coast', 25, 53, 8, 21, 13, 15, 7, 25, 32, 11, 5, 4, 10, 20, 71, 18, 51, 5, 16, 14, 21, 12, 22, 34, 6, 6, 3, 13, 16, 55, 62.55, '', 'UNC Wilmington', 'Florida Gulf Coast']",1.0,-20.5,UNC Wilmington,Florida Gulf Coast,11/25/2023,20231125,-2.5,107.5,110.0,63.4,-0.09999999999999432,105.0,105.1,67.1,L,71-55,55,71,-16,1,0,1,Florida Gulf Coast,11/25,Home,NC-Wilmgton,L by 16,-13.5,-13.5,2.5,-13.0,139.0,11/25/2023,11/25/2023Florida Gulf Coast Eagles,Florida Gulf Coast Eagles,322,89,-13.5,62.5,90.1,110.6,-20.5,90.1,110.6,-20.5,-34.0,2024,2024_89,2024_322,14.8,12.1
1737,2023-11-25,0,UNC Wilmington,CAA,Florida Gulf Coast,A,"W, 71-55",109.7,84.2,113.5,54.7,16.0,24.1,28.3,87.9,40.2,20.8,32.4,41.2,95.5,ASun,1,2024,62.5,UNC WilmingtonFlorida Gulf Coast11-25,Takayo Siddle,Patrick Chambers,9.44641,0.541379,"['11/25/2023', 200, 'UNC Wilmington', 'Florida Gulf Coast', 25, 53, 8, 21, 13, 15, 7, 25, 32, 11, 5, 4, 10, 20, 71, 18, 51, 5, 16, 14, 21, 12, 22, 34, 6, 6, 3, 13, 16, 55, 62.55, '', 'UNC Wilmington', 'Florida Gulf Coast']",1.0,25.5,UNC Wilmington,Florida Gulf Coast,11/25/2023,20231125,-0.09999999999999432,105.0,105.1,67.1,-2.5,107.5,110.0,63.4,W,71-55,71,55,16,1,0,1,UNC Wilmington,11/25,Away,Fla Gulf Cst,W by 16,13.5,13.5,-2.5,-13.0,139.0,11/25/2023,11/25/2023UNC Wilmington Seahawks,UNC Wilmington Seahawks,89,322,13.5,62.5,109.7,84.2,25.5,109.7,84.2,25.5,39.0,2024,2024_322,2024_89,14.8,12.1
1780,2023-11-25,0,Loyola Marymount,WCC,UTEP,H,"W, 67-47",98.9,72.1,95.1,44.5,18.5,24.2,45.5,66.7,32.1,19.9,17.5,35.8,97.4,CUSA,2,2024,70.4,UTEPLoyola Marymount11-25,Stan Johnson,Joe Golding,9.7892,0.501336,"['11/25/2023', 200, 'UTEP', 'Loyola Marymount', 16, 53, 2, 17, 13, 19, 7, 25, 32, 8, 8, 4, 14, 19, 47, 21, 55, 7, 26, 18, 25, 8, 33, 41, 10, 4, 4, 13, 18, 67, 70.45, '', 'Loyola Marymount', 'UTEP']",0.0,26.80000000000001,UTEP,Loyola Marymount,11/25/2023,20231125,3.700000000000003,108.5,104.8,67.2,2.799999999999997,101.7,98.9,71.4,W,67-47,67,47,20,1,0,1,Loyola Marymount,11/25,Home,TX El Paso,W by 20,16.0,16.0,-4.0,-30.0,144.0,11/25/2023,11/25/2023Loyola Marymount Lions,Loyola Marymount Lions,328,156,16.0,70.4,98.9,72.1,26.80000000000001,98.9,72.1,26.80000000000001,42.80000000000001,2024,2024_156,2024_328,6.6,6.2
1781,2023-11-25,0,UTEP,CUSA,Loyola Marymount,A,"L, 67-47",68.6,88.5,66.7,32.1,19.9,17.5,35.8,95.1,44.5,18.5,24.2,45.5,5.0,WCC,1,2024,70.4,UTEPLoyola Marymount11-25,Joe Golding,Stan Johnson,-9.7892,0.665674,"['11/25/2023', 200, 'UTEP', 'Loyola Marymount', 16, 53, 2, 17, 13, 19, 7, 25, 32, 8, 8, 4, 14, 19, 47, 21, 55, 7, 26, 18, 25, 8, 33, 41, 10, 4, 4, 13, 18, 67, 70.45, '', 'Loyola Marymount', 'UTEP']",2.0,-19.900000000000006,UTEP,Loyola Marymount,11/25/2023,20231125,2.799999999999997,101.7,98.9,71.4,3.700000000000003,108.5,104.8,67.2,L,67-47,47,67,-20,1,0,1,UTEP,11/25,Away,Loyola Mymt,L by 20,-16.0,-16.0,4.0,-30.0,144.0,11/25/2023,11/25/2023Texas El Paso Miners,Texas El Paso Miners,156,328,-16.0,70.4,68.6,88.5,-19.900000000000006,68.6,88.5,-19.900000000000006,-35.900000000000006,2024,2024_328,2024_156,6.6,6.2
1794,2023-11-25,0,Bradley,MVC,Vermont,H,"W, 79-70",116.8,100.2,117.9,53.8,11.9,24.1,47.2,104.5,50.8,17.9,32.5,24.2,85.4,AE,2,2024,67.0,VermontBradley11-25,Brian Wardle,John Becker,5.88566,0.579338,"['11/25/2023', 200, 'Vermont', 'Bradley', 26, 62, 11, 29, 7, 15, 13, 22, 35, 15, 5, 1, 12, 17, 70, 24, 53, 9, 23, 22, 25, 7, 27, 34, 14, 6, 4, 8, 14, 79, 67, '', 'Bradley', 'Vermont']",3.0,16.599999999999994,Vermont,Bradley,11/25/2023,20231125,9.5,106.2,96.7,66.2,5.1000000000000085,107.9,102.8,62.1,W,79-70,79,70,9,1,0,1,Bradley,11/25,Home,Vermont,W by 9,4.0,4.0,-5.0,18.0,131.0,11/25/2023,11/25/2023Bradley Braves,Bradley Braves,338,29,4.0,67.0,116.8,100.2,16.599999999999994,116.8,100.2,16.599999999999994,20.599999999999994,2024,2024_29,2024_338,3.4,2.9
